entry_id,parl_id,source_id,details,type,start_date,end_date,amount,source_pdf,source_pagenum
P33_ABETZ_Eric_11_13,ABETZ_Eric,P33_ABETZ_Eric,"Lease 1 Sep to 18 Sep 13",Lease,2013-09-01,2013-09-18,563.28,P33_ABETZ_Eric.pdf,11
P33_ABETZ_Eric_11_14,ABETZ_Eric,P33_ABETZ_Eric,"Lease 1 Sep to 30 Sep 13",Lease,2013-09-01,2013-09-30,1129.05,P33_ABETZ_Eric.pdf,11
P33_ABETZ_Eric_11_15,ABETZ_Eric,P33_ABETZ_Eric,"Fuel 3 Sep to 21 Sep 13",Fuel,2013-09-03,2013-09-21,533.51,P33_ABETZ_Eric.pdf,11
P33_ABETZ_Eric_11_16,ABETZ_Eric,P33_ABETZ_Eric,"Lease adj 17 Sep 13","Lease adj",2013-09-17,0000-00-00,-339.38,P33_ABETZ_Eric.pdf,11
P33_ABETZ_Eric_11_17,ABETZ_Eric,P33_ABETZ_Eric,"Lease 1 Oct to 31 Oct 13",Lease,2013-10-01,2013-10-31,1129.05,P33_ABETZ_Eric.pdf,11
P33_ABETZ_Eric_11_18,ABETZ_Eric,P33_ABETZ_Eric,"Fuel 10 Oct 13",Fuel,2013-10-10,0000-00-00,179.10,P33_ABETZ_Eric.pdf,11
P33_ABETZ_Eric_11_19,ABETZ_Eric,P33_ABETZ_Eric,"Fuel 20 Oct 13",Fuel,2013-10-20,0000-00-00,135.02,P33_ABETZ_Eric.pdf,11
P33_ABETZ_Eric_11_20,ABETZ_Eric,P33_ABETZ_Eric,"Lease 1 Nov to 30 Nov 13",Lease,2013-11-01,2013-11-30,1129.05,P33_ABETZ_Eric.pdf,11
P33_ABETZ_Eric_11_21,ABETZ_Eric,P33_ABETZ_Eric,"Lease 1 Dec to 31 Dec 13",Lease,2013-12-01,2013-12-31,1129.05,P33_ABETZ_Eric.pdf,11
P33_ABETZ_Eric_33_3,ABETZ_Eric,P33_ABETZ_Eric,"Fuel 8 May to 23 May 13",Fuel,2013-05-08,2013-05-23,459.77,P33_ABETZ_Eric.pdf,33
P33_ABETZ_Eric_33_4,ABETZ_Eric,P33_ABETZ_Eric,"Fuel 1 Jun to 29 Jun 13",Fuel,2013-06-01,2013-06-29,593.25,P33_ABETZ_Eric.pdf,33
P33_ADAMS_Dick_14_3,ADAMS_Dick,P33_ADAMS_Dick,"Lease 1 Jul to 31 Jul 13",Lease,2013-07-01,2013-07-31,1206.13,P33_ADAMS_Dick.pdf,14
P33_ADAMS_Dick_14_4,ADAMS_Dick,P33_ADAMS_Dick,"Fuel 2 Jul to 31 Jul 13",Fuel,2013-07-02,2013-07-31,738.72,P33_ADAMS_Dick.pdf,14
P33_ADAMS_Dick_14_5,ADAMS_Dick,P33_ADAMS_Dick,"Fuel 4 Jul to 15 Jul 13",Fuel,2013-07-04,2013-07-15,319.41,P33_ADAMS_Dick.pdf,14
P33_ADAMS_Dick_14_6,ADAMS_Dick,P33_ADAMS_Dick,"Lease 1 Aug to 31 Aug 13",Lease,2013-08-01,2013-08-31,1206.13,P33_ADAMS_Dick.pdf,14
P33_ADAMS_Dick_14_7,ADAMS_Dick,P33_ADAMS_Dick,"Lease adj 1 Aug to 31 Aug 13","Lease adj",2013-08-01,2013-08-31,130.20,P33_ADAMS_Dick.pdf,14
P33_ADAMS_Dick_14_8,ADAMS_Dick,P33_ADAMS_Dick,"Fuel 2 Aug to 13 Aug 13",Fuel,2013-08-02,2013-08-13,320.07,P33_ADAMS_Dick.pdf,14
P33_ADAMS_Dick_14_9,ADAMS_Dick,P33_ADAMS_Dick,"Fuel 7 Aug to 31 Aug 13",Fuel,2013-08-07,2013-08-31,969.71,P33_ADAMS_Dick.pdf,14
P33_ADAMS_Dick_14_10,ADAMS_Dick,P33_ADAMS_Dick,"Fuel 30 Aug 13",Fuel,2013-08-30,0000-00-00,66.17,P33_ADAMS_Dick.pdf,14
P33_ADAMS_Dick_14_11,ADAMS_Dick,P33_ADAMS_Dick,"Lease 1 Sep to 30 Sep 13",Lease,2013-09-01,2013-09-30,1336.33,P33_ADAMS_Dick.pdf,14
P33_ADAMS_Dick_14_12,ADAMS_Dick,P33_ADAMS_Dick,"Fuel 3 Sep to 6 Sep 13",Fuel,2013-09-03,2013-09-06,122.05,P33_ADAMS_Dick.pdf,14
P33_ADAMS_Dick_14_13,ADAMS_Dick,P33_ADAMS_Dick,"Fuel 6 Sep 13",Fuel,2013-09-06,0000-00-00,91.90,P33_ADAMS_Dick.pdf,14
P33_ADAMS_Dick_26_3,ADAMS_Dick,P33_ADAMS_Dick,"Fuel 30 Apr 13",Fuel,2013-04-30,0000-00-00,75.95,P33_ADAMS_Dick.pdf,26
P33_ADAMS_Dick_26_4,ADAMS_Dick,P33_ADAMS_Dick,"Fuel 18 May to 25 May 13",Fuel,2013-05-18,2013-05-25,285.42,P33_ADAMS_Dick.pdf,26
P33_ADAMS_Dick_26_5,ADAMS_Dick,P33_ADAMS_Dick,"Fuel 1 Jun to 30 Jun 13",Fuel,2013-06-01,2013-06-30,335.63,P33_ADAMS_Dick.pdf,26
P33_ADAMS_Dick_26_6,ADAMS_Dick,P33_ADAMS_Dick,"Fuel 5 Jun to 14 Jun 13",Fuel,2013-06-05,2013-06-14,169.63,P33_ADAMS_Dick.pdf,26
P33_ALBANESE_Anthony_8_3,ALBANESE_Anthony,P33_ALBANESE_Anthony,"Lease 1 Jul to 31 Jul 13",Lease,2013-07-01,2013-07-31,913.25,P33_ALBANESE_Anthony.pdf,8
P33_ALBANESE_Anthony_8_4,ALBANESE_Anthony,P33_ALBANESE_Anthony,"Fuel 6 Jul to 15 Aug 13",Fuel,2013-07-06,2013-08-15,219.12,P33_ALBANESE_Anthony.pdf,8
P33_ALBANESE_Anthony_8_5,ALBANESE_Anthony,P33_ALBANESE_Anthony,"Lease 1 Aug to 31 Aug 13",Lease,2013-08-01,2013-08-31,913.25,P33_ALBANESE_Anthony.pdf,8
P33_ALBANESE_Anthony_8_6,ALBANESE_Anthony,P33_ALBANESE_Anthony,"Lease 1 Sep to 30 Sep 13",Lease,2013-09-01,2013-09-30,913.25,P33_ALBANESE_Anthony.pdf,8
P33_ALBANESE_Anthony_8_7,ALBANESE_Anthony,P33_ALBANESE_Anthony,"Fuel 6 Sep to 7 Oct 13",Fuel,2013-09-06,2013-10-07,435.97,P33_ALBANESE_Anthony.pdf,8
P33_ALBANESE_Anthony_8_8,ALBANESE_Anthony,P33_ALBANESE_Anthony,"Lease 1 Oct to 31 Oct 13",Lease,2013-10-01,2013-10-31,913.25,P33_ALBANESE_Anthony.pdf,8
P33_ALBANESE_Anthony_8_9,ALBANESE_Anthony,P33_ALBANESE_Anthony,"Additional maintenance 3 Oct 13","Additional maintenance",2013-10-03,0000-00-00,302.08,P33_ALBANESE_Anthony.pdf,8
P33_ALBANESE_Anthony_8_10,ALBANESE_Anthony,P33_ALBANESE_Anthony,"Fuel 4 Oct to 28 Oct 13",Fuel,2013-10-04,2013-10-28,162.68,P33_ALBANESE_Anthony.pdf,8
P33_ALBANESE_Anthony_8_11,ALBANESE_Anthony,P33_ALBANESE_Anthony,"Lease 30 Oct to 31 Oct 13",Lease,2013-10-30,2013-10-31,80.80,P33_ALBANESE_Anthony.pdf,8
P33_ALBANESE_Anthony_8_12,ALBANESE_Anthony,P33_ALBANESE_Anthony,"Lease 1 Nov to 30 Nov 13",Lease,2013-11-01,2013-11-30,1252.34,P33_ALBANESE_Anthony.pdf,8
P33_ALBANESE_Anthony_8_13,ALBANESE_Anthony,P33_ALBANESE_Anthony,"Lease 1 Nov to 30 Nov 13",Lease,2013-11-01,2013-11-30,913.25,P33_ALBANESE_Anthony.pdf,8
P33_ALBANESE_Anthony_8_14,ALBANESE_Anthony,P33_ALBANESE_Anthony,"Fuel 19 Nov 13",Fuel,2013-11-19,0000-00-00,63.64,P33_ALBANESE_Anthony.pdf,8
P33_ALBANESE_Anthony_8_15,ALBANESE_Anthony,P33_ALBANESE_Anthony,"Lease 1 Dec to 31 Dec 13",Lease,2013-12-01,2013-12-31,1252.34,P33_ALBANESE_Anthony.pdf,8
P33_ALBANESE_Anthony_8_16,ALBANESE_Anthony,P33_ALBANESE_Anthony,"Lease 1 Dec to 31 Dec 13",Lease,2013-12-01,2013-12-31,913.25,P33_ALBANESE_Anthony.pdf,8
P33_ALBANESE_Anthony_26_3,ALBANESE_Anthony,P33_ALBANESE_Anthony,"Fuel 13 Apr to 8 May 13",Fuel,2013-04-13,2013-05-08,173.63,P33_ALBANESE_Anthony.pdf,26
P33_ALBANESE_Anthony_26_4,ALBANESE_Anthony,P33_ALBANESE_Anthony,"Fuel 25 May to 13 Jun 13",Fuel,2013-05-25,2013-06-13,131.75,P33_ALBANESE_Anthony.pdf,26
P33_ALBANESE_Anthony_26_5,ALBANESE_Anthony,P33_ALBANESE_Anthony,"Lease 1 Jun to 30 Jun 13",Lease,2013-06-01,2013-06-30,913.25,P33_ALBANESE_Anthony.pdf,26
P33_ANDREWS_Kevin_9_3,ANDREWS_Kevin,P33_ANDREWS_Kevin,"Lease 1 Jul to 31 Jul 13",Lease,2013-07-01,2013-07-31,1312.20,P33_ANDREWS_Kevin.pdf,9
P33_ANDREWS_Kevin_9_4,ANDREWS_Kevin,P33_ANDREWS_Kevin,"Fuel 12 Jul to 15 Aug 13",Fuel,2013-07-12,2013-08-15,485.57,P33_ANDREWS_Kevin.pdf,9
P33_ANDREWS_Kevin_9_5,ANDREWS_Kevin,P33_ANDREWS_Kevin,"Lease 1 Aug to 31 Aug 13",Lease,2013-08-01,2013-08-31,1312.20,P33_ANDREWS_Kevin.pdf,9
P33_ANDREWS_Kevin_9_6,ANDREWS_Kevin,P33_ANDREWS_Kevin,"Fuel 4 Aug to 14 Sep 13",Fuel,2013-08-04,2013-09-14,657.15,P33_ANDREWS_Kevin.pdf,9
P33_ANDREWS_Kevin_9_7,ANDREWS_Kevin,P33_ANDREWS_Kevin,"Lease 1 Sep to 30 Sep 13",Lease,2013-09-01,2013-09-30,1312.20,P33_ANDREWS_Kevin.pdf,9
P33_ANDREWS_Kevin_9_8,ANDREWS_Kevin,P33_ANDREWS_Kevin,"Fuel 9 Sep to 3 Oct 13",Fuel,2013-09-09,2013-10-03,399.83,P33_ANDREWS_Kevin.pdf,9
P33_ANDREWS_Kevin_9_9,ANDREWS_Kevin,P33_ANDREWS_Kevin,"Lease 1 Oct to 31 Oct 13",Lease,2013-10-01,2013-10-31,1312.20,P33_ANDREWS_Kevin.pdf,9
P33_ANDREWS_Kevin_9_10,ANDREWS_Kevin,P33_ANDREWS_Kevin,"Fuel 8 Oct to 15 Nov 13",Fuel,2013-10-08,2013-11-15,374.60,P33_ANDREWS_Kevin.pdf,9
P33_ANDREWS_Kevin_9_11,ANDREWS_Kevin,P33_ANDREWS_Kevin,"Lease 1 Nov to 30 Nov 13",Lease,2013-11-01,2013-11-30,1312.20,P33_ANDREWS_Kevin.pdf,9
P33_ANDREWS_Kevin_9_12,ANDREWS_Kevin,P33_ANDREWS_Kevin,"Lease 1 Dec to 31 Dec 13",Lease,2013-12-01,2013-12-31,1312.20,P33_ANDREWS_Kevin.pdf,9
P33_ANDREWS_Kevin_31_3,ANDREWS_Kevin,P33_ANDREWS_Kevin,"Fuel 14 May to 15 Jun 13",Fuel,2013-05-14,2013-06-15,636.85,P33_ANDREWS_Kevin.pdf,31
P33_ANDREWS_Kevin_31_4,ANDREWS_Kevin,P33_ANDREWS_Kevin,"Fuel 12 Jun to 8 Jul 13",Fuel,2013-06-12,2013-07-08,619.95,P33_ANDREWS_Kevin.pdf,31
P33_BACK_Chris_10_3,BACK_Chris,P33_BACK_Chris,"Lease 1 Jul to 31 Jul 13",Lease,2013-07-01,2013-07-31,960.58,P33_BACK_Chris.pdf,10
P33_BACK_Chris_10_4,BACK_Chris,P33_BACK_Chris,"Lease adj 1 Jul to 31 Jul 13","Lease adj",2013-07-01,2013-07-31,84.02,P33_BACK_Chris.pdf,10
P33_BACK_Chris_10_5,BACK_Chris,P33_BACK_Chris,"Fuel 14 Jul to 11 Aug 13",Fuel,2013-07-14,2013-08-11,399.62,P33_BACK_Chris.pdf,10
P33_BACK_Chris_10_6,BACK_Chris,P33_BACK_Chris,"Lease 1 Aug to 31 Aug 13",Lease,2013-08-01,2013-08-31,1044.60,P33_BACK_Chris.pdf,10
P33_BACK_Chris_10_7,BACK_Chris,P33_BACK_Chris,"Fuel 19 Aug to 3 Sep 13",Fuel,2013-08-19,2013-09-03,294.64,P33_BACK_Chris.pdf,10
P33_BACK_Chris_10_8,BACK_Chris,P33_BACK_Chris,"Lease 1 Sep to 30 Sep 13",Lease,2013-09-01,2013-09-30,1044.60,P33_BACK_Chris.pdf,10
P33_BACK_Chris_10_9,BACK_Chris,P33_BACK_Chris,"Lease 1 Oct to 31 Oct 13",Lease,2013-10-01,2013-10-31,1044.60,P33_BACK_Chris.pdf,10
P33_BACK_Chris_10_10,BACK_Chris,P33_BACK_Chris,"Lease 1 Nov to 30 Nov 13",Lease,2013-11-01,2013-11-30,1044.60,P33_BACK_Chris.pdf,10
P33_BACK_Chris_10_11,BACK_Chris,P33_BACK_Chris,"Lease 1 Dec to 31 Dec 13",Lease,2013-12-01,2013-12-31,1044.60,P33_BACK_Chris.pdf,10
P33_BACK_Chris_23_3,BACK_Chris,P33_BACK_Chris,"Fuel 12 May to 15 Jun 13",Fuel,2013-05-12,2013-06-15,367.87,P33_BACK_Chris.pdf,23
P33_BACK_Chris_23_4,BACK_Chris,P33_BACK_Chris,"Fuel 11 Jun to 6 Jul 13",Fuel,2013-06-11,2013-07-06,219.84,P33_BACK_Chris.pdf,23
P33_BALDWIN_Bob_9_3,BALDWIN_Bob,P33_BALDWIN_Bob,"Lease 1 Jul to 31 Jul 13",Lease,2013-07-01,2013-07-31,1253.87,P33_BALDWIN_Bob.pdf,9
P33_BALDWIN_Bob_9_4,BALDWIN_Bob,P33_BALDWIN_Bob,"Lease 1 Jul to 31 Jul 13",Lease,2013-07-01,2013-07-31,1942.59,P33_BALDWIN_Bob.pdf,9
P33_BALDWIN_Bob_9_5,BALDWIN_Bob,P33_BALDWIN_Bob,"Fuel 16 Jul to 14 Aug 13",Fuel,2013-07-16,2013-08-14,1500.42,P33_BALDWIN_Bob.pdf,9
P33_BALDWIN_Bob_9_6,BALDWIN_Bob,P33_BALDWIN_Bob,"Lease 1 Aug to 31 Aug 13",Lease,2013-08-01,2013-08-31,1253.87,P33_BALDWIN_Bob.pdf,9
P33_BALDWIN_Bob_9_7,BALDWIN_Bob,P33_BALDWIN_Bob,"Lease 1 Aug to 31 Aug 13",Lease,2013-08-01,2013-08-31,1942.59,P33_BALDWIN_Bob.pdf,9
P33_BALDWIN_Bob_9_8,BALDWIN_Bob,P33_BALDWIN_Bob,"Fuel 6 Aug to 6 Sep 13",Fuel,2013-08-06,2013-09-06,523.65,P33_BALDWIN_Bob.pdf,9
P33_BALDWIN_Bob_9_9,BALDWIN_Bob,P33_BALDWIN_Bob,"Lease 1 Sep to 18 Sep 13",Lease,2013-09-01,2013-09-18,710.53,P33_BALDWIN_Bob.pdf,9
P33_BALDWIN_Bob_9_10,BALDWIN_Bob,P33_BALDWIN_Bob,"Lease 1 Sep to 30 Sep 13",Lease,2013-09-01,2013-09-30,1942.59,P33_BALDWIN_Bob.pdf,9
P33_BALDWIN_Bob_9_11,BALDWIN_Bob,P33_BALDWIN_Bob,"Fuel 2 Sep to 3 Oct 13",Fuel,2013-09-02,2013-10-03,739.51,P33_BALDWIN_Bob.pdf,9
P33_BALDWIN_Bob_9_12,BALDWIN_Bob,P33_BALDWIN_Bob,"Fuel 13 Sep 13",Fuel,2013-09-13,0000-00-00,83.23,P33_BALDWIN_Bob.pdf,9
P33_BALDWIN_Bob_9_13,BALDWIN_Bob,P33_BALDWIN_Bob,"Lease 1 Oct to 31 Oct 13",Lease,2013-10-01,2013-10-31,1942.59,P33_BALDWIN_Bob.pdf,9
P33_BALDWIN_Bob_9_14,BALDWIN_Bob,P33_BALDWIN_Bob,"Fuel 7 Oct to 13 Nov 13",Fuel,2013-10-07,2013-11-13,837.15,P33_BALDWIN_Bob.pdf,9
P33_BALDWIN_Bob_9_15,BALDWIN_Bob,P33_BALDWIN_Bob,"Lease 1 Nov to 30 Nov 13",Lease,2013-11-01,2013-11-30,1942.59,P33_BALDWIN_Bob.pdf,9
P33_BALDWIN_Bob_9_16,BALDWIN_Bob,P33_BALDWIN_Bob,"Fuel 26 Nov 13",Fuel,2013-11-26,0000-00-00,142.47,P33_BALDWIN_Bob.pdf,9
P33_BALDWIN_Bob_9_17,BALDWIN_Bob,P33_BALDWIN_Bob,"Lease 1 Dec to 31 Dec 13",Lease,2013-12-01,2013-12-31,1942.59,P33_BALDWIN_Bob.pdf,9
P33_BALDWIN_Bob_28_3,BALDWIN_Bob,P33_BALDWIN_Bob,"Reimb of infringement notice fee 26 Mar 13","Reimb of infringement notice fee",2013-03-26,0000-00-00,-25.00,P33_BALDWIN_Bob.pdf,28
P33_BALDWIN_Bob_28_4,BALDWIN_Bob,P33_BALDWIN_Bob,"Fuel 2 Apr to 10 May 13",Fuel,2013-04-02,2013-05-10,762.65,P33_BALDWIN_Bob.pdf,28
P33_BALDWIN_Bob_28_5,BALDWIN_Bob,P33_BALDWIN_Bob,"Fuel 30 Apr to 14 Jun 13",Fuel,2013-04-30,2013-06-14,794.99,P33_BALDWIN_Bob.pdf,28
P33_BALDWIN_Bob_28_6,BALDWIN_Bob,P33_BALDWIN_Bob,"Fuel 17 May 13",Fuel,2013-05-17,0000-00-00,68.93,P33_BALDWIN_Bob.pdf,28
P33_BALDWIN_Bob_28_7,BALDWIN_Bob,P33_BALDWIN_Bob,"Lease 1 Jun to 30 Jun 13",Lease,2013-06-01,2013-06-30,1942.59,P33_BALDWIN_Bob.pdf,28
P33_BALDWIN_Bob_28_8,BALDWIN_Bob,P33_BALDWIN_Bob,"Fuel 2 Jun 13",Fuel,2013-06-02,0000-00-00,64.11,P33_BALDWIN_Bob.pdf,28
P33_BALDWIN_Bob_28_9,BALDWIN_Bob,P33_BALDWIN_Bob,"Fuel 5 Jun to 15 Jul 13",Fuel,2013-06-05,2013-07-15,1008.45,P33_BALDWIN_Bob.pdf,28
P33_BANDT_Adam_7_3,BANDT_Adam,P33_BANDT_Adam,"Lease 1 Jul to 31 Jul 13",Lease,2013-07-01,2013-07-31,983.48,P33_BANDT_Adam.pdf,7
P33_BANDT_Adam_7_4,BANDT_Adam,P33_BANDT_Adam,"Fuel 9 Jul to 5 Aug 13",Fuel,2013-07-09,2013-08-05,167.87,P33_BANDT_Adam.pdf,7
P33_BANDT_Adam_7_5,BANDT_Adam,P33_BANDT_Adam,"Lease 1 Aug to 31 Aug 13",Lease,2013-08-01,2013-08-31,983.48,P33_BANDT_Adam.pdf,7
P33_BANDT_Adam_7_6,BANDT_Adam,P33_BANDT_Adam,"Fuel 24 Aug to 15 Sep 13",Fuel,2013-08-24,2013-09-15,146.37,P33_BANDT_Adam.pdf,7
P33_BANDT_Adam_7_7,BANDT_Adam,P33_BANDT_Adam,"Lease 1 Sep to 30 Sep 13",Lease,2013-09-01,2013-09-30,983.48,P33_BANDT_Adam.pdf,7
P33_BANDT_Adam_7_8,BANDT_Adam,P33_BANDT_Adam,"Lease 1 Oct to 31 Oct 13",Lease,2013-10-01,2013-10-31,983.48,P33_BANDT_Adam.pdf,7
P33_BANDT_Adam_7_9,BANDT_Adam,P33_BANDT_Adam,"Fuel 13 Oct to 15 Oct 13",Fuel,2013-10-13,2013-10-15,45.98,P33_BANDT_Adam.pdf,7
P33_BANDT_Adam_7_10,BANDT_Adam,P33_BANDT_Adam,"Lease 1 Nov to 30 Nov 13",Lease,2013-11-01,2013-11-30,983.48,P33_BANDT_Adam.pdf,7
P33_BANDT_Adam_7_11,BANDT_Adam,P33_BANDT_Adam,"Lease 1 Dec to 31 Dec 13",Lease,2013-12-01,2013-12-31,983.48,P33_BANDT_Adam.pdf,7
P33_BANDT_Adam_18_3,BANDT_Adam,P33_BANDT_Adam,"Accident excess 1 May 13","Accident excess",2013-05-01,0000-00-00,500.00,P33_BANDT_Adam.pdf,18
P33_BANDT_Adam_18_4,BANDT_Adam,P33_BANDT_Adam,"Fuel 12 Jun 13",Fuel,2013-06-12,0000-00-00,71.25,P33_BANDT_Adam.pdf,18
P33_BERNARDI_Cory_7_3,BERNARDI_Cory,P33_BERNARDI_Cory,"Lease 1 Jul to 31 Jul 13",Lease,2013-07-01,2013-07-31,1165.73,P33_BERNARDI_Cory.pdf,7
P33_BERNARDI_Cory_7_4,BERNARDI_Cory,P33_BERNARDI_Cory,"Fuel 4 Jul to 19 Jul 13",Fuel,2013-07-04,2013-07-19,202.31,P33_BERNARDI_Cory.pdf,7
P33_BERNARDI_Cory_7_5,BERNARDI_Cory,P33_BERNARDI_Cory,"Fuel 11 Jul 13",Fuel,2013-07-11,0000-00-00,75.30,P33_BERNARDI_Cory.pdf,7
P33_BERNARDI_Cory_7_6,BERNARDI_Cory,P33_BERNARDI_Cory,"Fuel 31 Jul 13",Fuel,2013-07-31,0000-00-00,84.50,P33_BERNARDI_Cory.pdf,7
P33_BERNARDI_Cory_7_7,BERNARDI_Cory,P33_BERNARDI_Cory,"Lease 1 Aug to 31 Aug 13",Lease,2013-08-01,2013-08-31,1165.73,P33_BERNARDI_Cory.pdf,7
P33_BERNARDI_Cory_7_8,BERNARDI_Cory,P33_BERNARDI_Cory,"Fuel 9 Aug to 30 Aug 13",Fuel,2013-08-09,2013-08-30,232.46,P33_BERNARDI_Cory.pdf,7
P33_BERNARDI_Cory_7_9,BERNARDI_Cory,P33_BERNARDI_Cory,"Lease 1 Sep to 30 Sep 13",Lease,2013-09-01,2013-09-30,1165.73,P33_BERNARDI_Cory.pdf,7
P33_BERNARDI_Cory_7_10,BERNARDI_Cory,P33_BERNARDI_Cory,"Fuel 11 Sep to 21 Sep 13",Fuel,2013-09-11,2013-09-21,158.87,P33_BERNARDI_Cory.pdf,7
P33_BERNARDI_Cory_7_11,BERNARDI_Cory,P33_BERNARDI_Cory,"Lease 1 Oct to 31 Oct 13",Lease,2013-10-01,2013-10-31,1165.73,P33_BERNARDI_Cory.pdf,7
P33_BERNARDI_Cory_7_12,BERNARDI_Cory,P33_BERNARDI_Cory,"Fuel 5 Oct 13",Fuel,2013-10-05,0000-00-00,90.98,P33_BERNARDI_Cory.pdf,7
P33_BERNARDI_Cory_7_13,BERNARDI_Cory,P33_BERNARDI_Cory,"Fuel 15 Oct to 25 Oct 13",Fuel,2013-10-15,2013-10-25,148.21,P33_BERNARDI_Cory.pdf,7
