entry_id,parl_id,source_id,details,type,start_date,end_date,amount,source_pdf,source_pagenum
P39_ABETZ_Eric_9_8,ABETZ_Eric,P39_ABETZ_Eric,"Fuel 11 Aug 16",Fuel,2016-08-11,0000-00-00,130.39,P39_ABETZ_Eric.pdf,9
P39_ABETZ_Eric_9_9,ABETZ_Eric,P39_ABETZ_Eric,"Fuel 2 Sep to 20 Sep 16",Fuel,2016-09-02,2016-09-20,308.68,P39_ABETZ_Eric.pdf,9
P39_ABETZ_Eric_9_10,ABETZ_Eric,P39_ABETZ_Eric,"Lease 10 Sep to 9 Oct 16",Lease,2016-09-10,2016-10-09,1096.90,P39_ABETZ_Eric.pdf,9
P39_ABETZ_Eric_9_11,ABETZ_Eric,P39_ABETZ_Eric,"Fuel 29 Sep 16",Fuel,2016-09-29,0000-00-00,97.61,P39_ABETZ_Eric.pdf,9
P39_ABETZ_Eric_9_12,ABETZ_Eric,P39_ABETZ_Eric,"Lease 10 Oct to 9 Nov 16",Lease,2016-10-10,2016-11-09,1096.88,P39_ABETZ_Eric.pdf,9
P39_ABETZ_Eric_9_13,ABETZ_Eric,P39_ABETZ_Eric,"Fuel 21 Oct to 26 Oct 16",Fuel,2016-10-21,2016-10-26,217.92,P39_ABETZ_Eric.pdf,9
P39_ABETZ_Eric_9_14,ABETZ_Eric,P39_ABETZ_Eric,"Fuel 2 Nov to 14 Nov 16",Fuel,2016-11-02,2016-11-14,328.61,P39_ABETZ_Eric.pdf,9
P39_ABETZ_Eric_9_15,ABETZ_Eric,P39_ABETZ_Eric,"Lease 10 Nov to 9 Dec 16",Lease,2016-11-10,2016-12-09,1096.88,P39_ABETZ_Eric.pdf,9
P39_ABETZ_Eric_19_3,ABETZ_Eric,P39_ABETZ_Eric,"Fuel 1 Jun to 28 Jun 16",Fuel,2016-06-01,2016-06-28,1034.50,P39_ABETZ_Eric.pdf,19
P39_ABETZ_Eric_19_4,ABETZ_Eric,P39_ABETZ_Eric,"Lease 10 Jun to 9 Jul 16",Lease,2016-06-10,2016-07-09,1096.90,P39_ABETZ_Eric.pdf,19
P39_ALBANESE_Anthony_8_3,ALBANESE_Anthony,P39_ALBANESE_Anthony,"Fuel 2 Jul to 27 Jul 16",Fuel,2016-07-02,2016-07-27,136.75,P39_ALBANESE_Anthony.pdf,8
P39_ALBANESE_Anthony_8_4,ALBANESE_Anthony,P39_ALBANESE_Anthony,"Lease 15 Jul to 14 Aug 16",Lease,2016-07-15,2016-08-14,895.76,P39_ALBANESE_Anthony.pdf,8
P39_ALBANESE_Anthony_8_5,ALBANESE_Anthony,P39_ALBANESE_Anthony,"Lease 29 Jul to 28 Aug 16",Lease,2016-07-29,2016-08-28,819.81,P39_ALBANESE_Anthony.pdf,8
P39_ALBANESE_Anthony_8_6,ALBANESE_Anthony,P39_ALBANESE_Anthony,"Fuel 7 Aug to 18 Aug 16",Fuel,2016-08-07,2016-08-18,84.54,P39_ALBANESE_Anthony.pdf,8
P39_ALBANESE_Anthony_8_7,ALBANESE_Anthony,P39_ALBANESE_Anthony,"Lease 15 Aug to 14 Sep 16",Lease,2016-08-15,2016-09-14,895.76,P39_ALBANESE_Anthony.pdf,8
P39_ALBANESE_Anthony_8_8,ALBANESE_Anthony,P39_ALBANESE_Anthony,"Lease 29 Aug to 28 Sep 16",Lease,2016-08-29,2016-09-28,819.81,P39_ALBANESE_Anthony.pdf,8
P39_ALBANESE_Anthony_8_9,ALBANESE_Anthony,P39_ALBANESE_Anthony,"Fuel 30 Aug 16",Fuel,2016-08-30,0000-00-00,49.29,P39_ALBANESE_Anthony.pdf,8
P39_ALBANESE_Anthony_8_10,ALBANESE_Anthony,P39_ALBANESE_Anthony,"Fuel 6 Sep 16",Fuel,2016-09-06,0000-00-00,38.56,P39_ALBANESE_Anthony.pdf,8
P39_ALBANESE_Anthony_8_11,ALBANESE_Anthony,P39_ALBANESE_Anthony,"Additional maintenance 13 Sep 16","Additional maintenance",2016-09-13,0000-00-00,385.26,P39_ALBANESE_Anthony.pdf,8
P39_ALBANESE_Anthony_8_12,ALBANESE_Anthony,P39_ALBANESE_Anthony,"Lease 15 Sep to 14 Oct 16",Lease,2016-09-15,2016-10-14,895.76,P39_ALBANESE_Anthony.pdf,8
P39_ALBANESE_Anthony_8_13,ALBANESE_Anthony,P39_ALBANESE_Anthony,"Lease 29 Sep to 28 Oct 16",Lease,2016-09-29,2016-10-28,819.81,P39_ALBANESE_Anthony.pdf,8
P39_ALBANESE_Anthony_8_14,ALBANESE_Anthony,P39_ALBANESE_Anthony,"Fuel 1 Oct 16",Fuel,2016-10-01,0000-00-00,63.64,P39_ALBANESE_Anthony.pdf,8
P39_ALBANESE_Anthony_8_15,ALBANESE_Anthony,P39_ALBANESE_Anthony,"Lease 15 Oct to 14 Nov 16",Lease,2016-10-15,2016-11-14,895.75,P39_ALBANESE_Anthony.pdf,8
P39_ALBANESE_Anthony_8_16,ALBANESE_Anthony,P39_ALBANESE_Anthony,"Fuel 22 Oct 16",Fuel,2016-10-22,0000-00-00,43.09,P39_ALBANESE_Anthony.pdf,8
P39_ALBANESE_Anthony_8_17,ALBANESE_Anthony,P39_ALBANESE_Anthony,"Lease 29 Oct to 28 Nov 16",Lease,2016-10-29,2016-11-28,819.79,P39_ALBANESE_Anthony.pdf,8
P39_ALBANESE_Anthony_8_18,ALBANESE_Anthony,P39_ALBANESE_Anthony,"Lease 15 Nov to 14 Dec 16",Lease,2016-11-15,2016-12-14,895.75,P39_ALBANESE_Anthony.pdf,8
P39_ALBANESE_Anthony_21_3,ALBANESE_Anthony,P39_ALBANESE_Anthony,"Fuel 8 Jun to 20 Jun 16",Fuel,2016-06-08,2016-06-20,128.02,P39_ALBANESE_Anthony.pdf,21
P39_ALBANESE_Anthony_21_4,ALBANESE_Anthony,P39_ALBANESE_Anthony,"Lease 15 Jun to 14 Jul 16",Lease,2016-06-15,2016-07-14,895.76,P39_ALBANESE_Anthony.pdf,21
P39_ALBANESE_Anthony_21_5,ALBANESE_Anthony,P39_ALBANESE_Anthony,"Lease 29 Jun to 28 Jul 16",Lease,2016-06-29,2016-07-28,819.81,P39_ALBANESE_Anthony.pdf,21
P39_ALY_Anne_7_3,ALY_Anne,P39_ALY_Anne,"Fuel 9 Aug to 22 Aug 16",Fuel,2016-08-09,2016-08-22,119.68,P39_ALY_Anne.pdf,7
P39_ALY_Anne_7_4,ALY_Anne,P39_ALY_Anne,"Loan car costs 9 Aug 16","Loan car costs",2016-08-09,0000-00-00,73.22,P39_ALY_Anne.pdf,7
P39_ALY_Anne_7_5,ALY_Anne,P39_ALY_Anne,"Lease 19 Aug to 18 Sep 16",Lease,2016-08-19,2016-09-18,1014.32,P39_ALY_Anne.pdf,7
P39_ALY_Anne_7_6,ALY_Anne,P39_ALY_Anne,"Fuel 25 Aug to 8 Sep 16",Fuel,2016-08-25,2016-09-08,160.02,P39_ALY_Anne.pdf,7
P39_ALY_Anne_7_7,ALY_Anne,P39_ALY_Anne,"Lease 19 Sep to 18 Oct 16",Lease,2016-09-19,2016-10-18,1014.32,P39_ALY_Anne.pdf,7
P39_ALY_Anne_7_8,ALY_Anne,P39_ALY_Anne,"Lease 19 Oct to 18 Nov 16",Lease,2016-10-19,2016-11-18,1014.32,P39_ALY_Anne.pdf,7
P39_ALY_Anne_7_9,ALY_Anne,P39_ALY_Anne,"Loan car costs 27 Oct 16","Loan car costs",2016-10-27,0000-00-00,60.19,P39_ALY_Anne.pdf,7
P39_ALY_Anne_7_10,ALY_Anne,P39_ALY_Anne,"Lease 19 Nov to 18 Dec 16",Lease,2016-11-19,2016-12-18,1014.32,P39_ALY_Anne.pdf,7
P39_ALY_Anne_7_11,ALY_Anne,P39_ALY_Anne,"Loan car costs 21 Nov 16","Loan car costs",2016-11-21,0000-00-00,577.61,P39_ALY_Anne.pdf,7
P39_ANDREWS_Kevin_7_3,ANDREWS_Kevin,P39_ANDREWS_Kevin,"Lease 12 Jul to 11 Aug 16",Lease,2016-07-12,2016-08-11,1297.65,P39_ANDREWS_Kevin.pdf,7
P39_ANDREWS_Kevin_7_4,ANDREWS_Kevin,P39_ANDREWS_Kevin,"Fuel 23 Jul to 22 Aug 16",Fuel,2016-07-23,2016-08-22,269.85,P39_ANDREWS_Kevin.pdf,7
P39_ANDREWS_Kevin_7_5,ANDREWS_Kevin,P39_ANDREWS_Kevin,"Lease 12 Aug to 11 Sep 16",Lease,2016-08-12,2016-09-11,1297.65,P39_ANDREWS_Kevin.pdf,7
P39_ANDREWS_Kevin_7_6,ANDREWS_Kevin,P39_ANDREWS_Kevin,"Fuel 25 Aug to 22 Sep 16",Fuel,2016-08-25,2016-09-22,260.32,P39_ANDREWS_Kevin.pdf,7
P39_ANDREWS_Kevin_7_7,ANDREWS_Kevin,P39_ANDREWS_Kevin,"Lease 12 Sep to 11 Oct 16",Lease,2016-09-12,2016-10-11,1297.65,P39_ANDREWS_Kevin.pdf,7
P39_ANDREWS_Kevin_7_8,ANDREWS_Kevin,P39_ANDREWS_Kevin,"Fuel 23 Sep to 22 Oct 16",Fuel,2016-09-23,2016-10-22,362.53,P39_ANDREWS_Kevin.pdf,7
P39_ANDREWS_Kevin_7_9,ANDREWS_Kevin,P39_ANDREWS_Kevin,"Lease 12 Oct to 11 Nov 16",Lease,2016-10-12,2016-11-11,1297.63,P39_ANDREWS_Kevin.pdf,7
P39_ANDREWS_Kevin_7_10,ANDREWS_Kevin,P39_ANDREWS_Kevin,"Fuel 25 Oct to 22 Nov 16",Fuel,2016-10-25,2016-11-22,364.64,P39_ANDREWS_Kevin.pdf,7
P39_ANDREWS_Kevin_7_11,ANDREWS_Kevin,P39_ANDREWS_Kevin,"Lease 12 Nov to 11 Dec 16",Lease,2016-11-12,2016-12-11,1297.63,P39_ANDREWS_Kevin.pdf,7
P39_ANDREWS_Kevin_17_3,ANDREWS_Kevin,P39_ANDREWS_Kevin,"Fuel 30 May to 22 Jun 16",Fuel,2016-05-30,2016-06-22,357.95,P39_ANDREWS_Kevin.pdf,17
P39_ANDREWS_Kevin_17_4,ANDREWS_Kevin,P39_ANDREWS_Kevin,"Lease 12 Jun to 11 Jul 16",Lease,2016-06-12,2016-07-11,1297.65,P39_ANDREWS_Kevin.pdf,17
P39_ANDREWS_Kevin_17_5,ANDREWS_Kevin,P39_ANDREWS_Kevin,"Fuel 26 Jun to 22 Jul 16",Fuel,2016-06-26,2016-07-22,365.66,P39_ANDREWS_Kevin.pdf,17
P39_BACK_Chris_7_3,BACK_Chris,P39_BACK_Chris,"Fuel 7 Jul to 20 Jul 16",Fuel,2016-07-07,2016-07-20,142.83,P39_BACK_Chris.pdf,7
P39_BACK_Chris_7_4,BACK_Chris,P39_BACK_Chris,"Lease 21 Jul to 20 Aug 16",Lease,2016-07-21,2016-08-20,889.76,P39_BACK_Chris.pdf,7
P39_BACK_Chris_7_5,BACK_Chris,P39_BACK_Chris,"Fuel 16 Aug to 27 Aug 16",Fuel,2016-08-16,2016-08-27,107.64,P39_BACK_Chris.pdf,7
P39_BACK_Chris_7_6,BACK_Chris,P39_BACK_Chris,"Lease 21 Aug to 20 Sep 16",Lease,2016-08-21,2016-09-20,889.76,P39_BACK_Chris.pdf,7
P39_BACK_Chris_7_7,BACK_Chris,P39_BACK_Chris,"Fuel 24 Aug to 21 Sep 16",Fuel,2016-08-24,2016-09-21,161.05,P39_BACK_Chris.pdf,7
P39_BACK_Chris_7_8,BACK_Chris,P39_BACK_Chris,"Lease 21 Sep to 20 Oct 16",Lease,2016-09-21,2016-10-20,889.76,P39_BACK_Chris.pdf,7
P39_BACK_Chris_7_9,BACK_Chris,P39_BACK_Chris,"Fuel 1 Oct to 27 Oct 16",Fuel,2016-10-01,2016-10-27,477.53,P39_BACK_Chris.pdf,7
P39_BACK_Chris_7_10,BACK_Chris,P39_BACK_Chris,"Lease 21 Oct to 20 Nov 16",Lease,2016-10-21,2016-11-20,889.74,P39_BACK_Chris.pdf,7
P39_BACK_Chris_7_11,BACK_Chris,P39_BACK_Chris,"Fuel 2 Nov to 26 Nov 16",Fuel,2016-11-02,2016-11-26,174.61,P39_BACK_Chris.pdf,7
P39_BACK_Chris_7_12,BACK_Chris,P39_BACK_Chris,"Lease 21 Nov to 20 Dec 16",Lease,2016-11-21,2016-12-20,889.74,P39_BACK_Chris.pdf,7
P39_BACK_Chris_19_3,BACK_Chris,P39_BACK_Chris,"Fuel 26 May to 25 Jun 16",Fuel,2016-05-26,2016-06-25,490.90,P39_BACK_Chris.pdf,19
P39_BACK_Chris_19_4,BACK_Chris,P39_BACK_Chris,"Lease 21 Jun to 20 Jul 16",Lease,2016-06-21,2016-07-20,889.76,P39_BACK_Chris.pdf,19
P39_BANDT_Adam_7_3,BANDT_Adam,P39_BANDT_Adam,"Lease 13 Jul to 12 Aug 16",Lease,2016-07-13,2016-08-12,1343.51,P39_BANDT_Adam.pdf,7
P39_BANDT_Adam_7_4,BANDT_Adam,P39_BANDT_Adam,"Fuel 30 Jul to 26 Aug 16",Fuel,2016-07-30,2016-08-26,92.71,P39_BANDT_Adam.pdf,7
P39_BANDT_Adam_7_5,BANDT_Adam,P39_BANDT_Adam,"Lease 13 Aug to 12 Sep 16",Lease,2016-08-13,2016-09-12,1343.51,P39_BANDT_Adam.pdf,7
P39_BANDT_Adam_7_6,BANDT_Adam,P39_BANDT_Adam,"Lease 13 Sep to 12 Oct 16",Lease,2016-09-13,2016-10-12,1343.51,P39_BANDT_Adam.pdf,7
P39_BANDT_Adam_7_7,BANDT_Adam,P39_BANDT_Adam,"Fuel 27 Sep 16",Fuel,2016-09-27,0000-00-00,41.90,P39_BANDT_Adam.pdf,7
P39_BANDT_Adam_7_8,BANDT_Adam,P39_BANDT_Adam,"Lease 13 Oct to 12 Nov 16",Lease,2016-10-13,2016-11-12,1343.49,P39_BANDT_Adam.pdf,7
P39_BANDT_Adam_7_9,BANDT_Adam,P39_BANDT_Adam,"Fuel 12 Nov 16",Fuel,2016-11-12,0000-00-00,42.96,P39_BANDT_Adam.pdf,7
P39_BANDT_Adam_7_10,BANDT_Adam,P39_BANDT_Adam,"Lease 13 Nov to 12 Dec 16",Lease,2016-11-13,2016-12-12,1343.49,P39_BANDT_Adam.pdf,7
P39_BANDT_Adam_17_3,BANDT_Adam,P39_BANDT_Adam,"Reimbursement of infringement notice fee 6 Dec 15","Reimbursement of infringement notice fee",2015-12-06,0000-00-00,-15.00,P39_BANDT_Adam.pdf,17
P39_BANDT_Adam_17_4,BANDT_Adam,P39_BANDT_Adam,"Lease 13 May to 12 Jun 16",Lease,2016-05-13,2016-06-12,1343.51,P39_BANDT_Adam.pdf,17
P39_BANDT_Adam_17_5,BANDT_Adam,P39_BANDT_Adam,"Fuel 2 Jun to 22 Jun 16",Fuel,2016-06-02,2016-06-22,99.75,P39_BANDT_Adam.pdf,17
P39_BANDT_Adam_17_6,BANDT_Adam,P39_BANDT_Adam,"Lease 13 Jun to 12 Jul 16",Lease,2016-06-13,2016-07-12,1343.51,P39_BANDT_Adam.pdf,17
P39_BANDT_Adam_17_7,BANDT_Adam,P39_BANDT_Adam,"Infringement notice fee 17 Jun 16","Infringement notice fee",2016-06-17,0000-00-00,15.00,P39_BANDT_Adam.pdf,17
P39_BANDT_Adam_17_8,BANDT_Adam,P39_BANDT_Adam,"Reimbursement of infringement notice fee 17 Jun 16","Reimbursement of infringement notice fee",2016-06-17,0000-00-00,-15.00,P39_BANDT_Adam.pdf,17
P39_BANKS_Julia_7_3,BANKS_Julia,P39_BANKS_Julia,"Fuel 31 Jul 16",Fuel,2016-07-31,0000-00-00,60.60,P39_BANKS_Julia.pdf,7
P39_BANKS_Julia_7_4,BANKS_Julia,P39_BANKS_Julia,"Fuel 12 Aug 16",Fuel,2016-08-12,0000-00-00,62.09,P39_BANKS_Julia.pdf,7
P39_BANKS_Julia_7_5,BANKS_Julia,P39_BANKS_Julia,"Lease 17 Aug to 16 Sep 16",Lease,2016-08-17,2016-09-16,902.21,P39_BANKS_Julia.pdf,7
P39_BANKS_Julia_7_6,BANKS_Julia,P39_BANKS_Julia,"Fuel 24 Aug to 22 Sep 16",Fuel,2016-08-24,2016-09-22,181.15,P39_BANKS_Julia.pdf,7
P39_BANKS_Julia_7_7,BANKS_Julia,P39_BANKS_Julia,"Lease 17 Sep to 16 Oct 16",Lease,2016-09-17,2016-10-16,902.21,P39_BANKS_Julia.pdf,7
P39_BANKS_Julia_7_8,BANKS_Julia,P39_BANKS_Julia,"Fuel 29 Sep to 28 Oct 16",Fuel,2016-09-29,2016-10-28,178.66,P39_BANKS_Julia.pdf,7
P39_BANKS_Julia_7_9,BANKS_Julia,P39_BANKS_Julia,"Additional maintenance 14 Oct 16","Additional maintenance",2016-10-14,0000-00-00,389.26,P39_BANKS_Julia.pdf,7
P39_BANKS_Julia_7_10,BANKS_Julia,P39_BANKS_Julia,"Lease 17 Oct to 16 Nov 16",Lease,2016-10-17,2016-11-16,902.20,P39_BANKS_Julia.pdf,7
P39_BANKS_Julia_7_11,BANKS_Julia,P39_BANKS_Julia,"Fuel 6 Nov to 18 Nov 16",Fuel,2016-11-06,2016-11-18,116.67,P39_BANKS_Julia.pdf,7
P39_BANKS_Julia_7_12,BANKS_Julia,P39_BANKS_Julia,"Car cleaning 11 Nov 16","Car cleaning",2016-11-11,0000-00-00,13.65,P39_BANKS_Julia.pdf,7
P39_BANKS_Julia_7_13,BANKS_Julia,P39_BANKS_Julia,"Lease 17 Nov to 16 Dec 16",Lease,2016-11-17,2016-12-16,902.20,P39_BANKS_Julia.pdf,7
P39_BERNARDI_Cory_9_3,BERNARDI_Cory,P39_BERNARDI_Cory,"Fuel 2 Jul to 27 Jul 16",Fuel,2016-07-02,2016-07-27,255.63,P39_BERNARDI_Cory.pdf,9
P39_BERNARDI_Cory_9_4,BERNARDI_Cory,P39_BERNARDI_Cory,"Lease 11 Jul to 10 Aug 16",Lease,2016-07-11,2016-08-10,1096.35,P39_BERNARDI_Cory.pdf,9
P39_BERNARDI_Cory_9_5,BERNARDI_Cory,P39_BERNARDI_Cory,"Fuel 23 Jul to 31 Jul 16",Fuel,2016-07-23,2016-07-31,55.76,P39_BERNARDI_Cory.pdf,9
P39_BERNARDI_Cory_9_6,BERNARDI_Cory,P39_BERNARDI_Cory,"Fuel 8 Aug to 24 Aug 16",Fuel,2016-08-08,2016-08-24,97.53,P39_BERNARDI_Cory.pdf,9
P39_BERNARDI_Cory_9_7,BERNARDI_Cory,P39_BERNARDI_Cory,"Lease 11 Aug to 10 Sep 16",Lease,2016-08-11,2016-09-10,1096.35,P39_BERNARDI_Cory.pdf,9
P39_BERNARDI_Cory_9_8,BERNARDI_Cory,P39_BERNARDI_Cory,"Fuel 1 Sep to 26 Sep 16",Fuel,2016-09-01,2016-09-26,225.72,P39_BERNARDI_Cory.pdf,9
P39_BERNARDI_Cory_9_9,BERNARDI_Cory,P39_BERNARDI_Cory,"Lease 11 Sep to 10 Oct 16",Lease,2016-09-11,2016-10-10,1096.35,P39_BERNARDI_Cory.pdf,9
P39_BERNARDI_Cory_9_10,BERNARDI_Cory,P39_BERNARDI_Cory,"Lease 11 Oct to 10 Nov 16",Lease,2016-10-11,2016-11-10,1096.34,P39_BERNARDI_Cory.pdf,9
P39_BERNARDI_Cory_9_11,BERNARDI_Cory,P39_BERNARDI_Cory,"Fuel 28 Oct 16",Fuel,2016-10-28,0000-00-00,28.80,P39_BERNARDI_Cory.pdf,9
P39_BERNARDI_Cory_9_12,BERNARDI_Cory,P39_BERNARDI_Cory,"Fuel 10 Nov 16",Fuel,2016-11-10,0000-00-00,73.41,P39_BERNARDI_Cory.pdf,9
P39_BERNARDI_Cory_9_13,BERNARDI_Cory,P39_BERNARDI_Cory,"Lease 11 Nov to 10 Dec 16",Lease,2016-11-11,2016-12-10,1096.34,P39_BERNARDI_Cory.pdf,9
P39_BERNARDI_Cory_21_3,BERNARDI_Cory,P39_BERNARDI_Cory,"Fuel 30 May to 31 May 16",Fuel,2016-05-30,2016-05-31,69.59,P39_BERNARDI_Cory.pdf,21
P39_BERNARDI_Cory_21_4,BERNARDI_Cory,P39_BERNARDI_Cory,"Fuel 5 Jun to 19 Jun 16",Fuel,2016-06-05,2016-06-19,372.47,P39_BERNARDI_Cory.pdf,21
P39_BERNARDI_Cory_21_5,BERNARDI_Cory,P39_BERNARDI_Cory,"Lease 11 Jun to 10 Jul 16",Lease,2016-06-11,2016-07-10,1096.35,P39_BERNARDI_Cory.pdf,21
P39_BILYK_Catryna_8_3,BILYK_Catryna,P39_BILYK_Catryna,"Fuel 1 Jul to 24 Jul 16",Fuel,2016-07-01,2016-07-24,221.17,P39_BILYK_Catryna.pdf,8
P39_BILYK_Catryna_8_4,BILYK_Catryna,P39_BILYK_Catryna,"Lease 2 Jul to 1 Aug 16",Lease,2016-07-02,2016-08-01,1022.13,P39_BILYK_Catryna.pdf,8
P39_BILYK_Catryna_8_5,BILYK_Catryna,P39_BILYK_Catryna,"Car cleaning 7 Jul 16","Car cleaning",2016-07-07,0000-00-00,15.45,P39_BILYK_Catryna.pdf,8
P39_BILYK_Catryna_8_6,BILYK_Catryna,P39_BILYK_Catryna,"Lease 10 Jul to 9 Aug 16",Lease,2016-07-10,2016-08-09,1002.11,P39_BILYK_Catryna.pdf,8
P39_BILYK_Catryna_8_7,BILYK_Catryna,P39_BILYK_Catryna,"Fuel 17 Jul to 20 Jul 16",Fuel,2016-07-17,2016-07-20,98.56,P39_BILYK_Catryna.pdf,8
P39_BILYK_Catryna_8_8,BILYK_Catryna,P39_BILYK_Catryna,"Car cleaning 20 Jul 16","Car cleaning",2016-07-20,0000-00-00,18.18,P39_BILYK_Catryna.pdf,8
P39_BILYK_Catryna_8_9,BILYK_Catryna,P39_BILYK_Catryna,"Lease 2 Aug to 1 Sep 16",Lease,2016-08-02,2016-09-01,1022.13,P39_BILYK_Catryna.pdf,8
P39_BILYK_Catryna_8_10,BILYK_Catryna,P39_BILYK_Catryna,"Fuel 4 Aug to 24 Aug 16",Fuel,2016-08-04,2016-08-24,186.41,P39_BILYK_Catryna.pdf,8
P39_BILYK_Catryna_8_11,BILYK_Catryna,P39_BILYK_Catryna,"Lease 10 Aug to 9 Sep 16",Lease,2016-08-10,2016-09-09,1002.11,P39_BILYK_Catryna.pdf,8
P39_BILYK_Catryna_8_12,BILYK_Catryna,P39_BILYK_Catryna,"Lease 2 Sep to 1 Oct 16",Lease,2016-09-02,2016-10-01,1022.13,P39_BILYK_Catryna.pdf,8
P39_BILYK_Catryna_8_13,BILYK_Catryna,P39_BILYK_Catryna,"Lease 10 Sep to 9 Oct 16",Lease,2016-09-10,2016-10-09,1002.11,P39_BILYK_Catryna.pdf,8
P39_BILYK_Catryna_8_14,BILYK_Catryna,P39_BILYK_Catryna,"Fuel 11 Sep to 27 Sep 16",Fuel,2016-09-11,2016-09-27,162.56,P39_BILYK_Catryna.pdf,8
P39_BILYK_Catryna_8_15,BILYK_Catryna,P39_BILYK_Catryna,"Fuel 14 Sep 16",Fuel,2016-09-14,0000-00-00,42.85,P39_BILYK_Catryna.pdf,8
P39_BILYK_Catryna_8_16,BILYK_Catryna,P39_BILYK_Catryna,"Lease 2 Oct to 1 Nov 16",Lease,2016-10-02,2016-11-01,1022.11,P39_BILYK_Catryna.pdf,8
P39_BILYK_Catryna_8_17,BILYK_Catryna,P39_BILYK_Catryna,"Registration 2 Oct 16 to 1 Oct 17",Registration,2016-10-02,2017-10-01,57.40,P39_BILYK_Catryna.pdf,8
P39_BILYK_Catryna_8_18,BILYK_Catryna,P39_BILYK_Catryna,"Insurance 2 Oct 16 to 1 Apr 17",Insurance,2016-10-02,2017-04-01,167.15,P39_BILYK_Catryna.pdf,8
P39_BILYK_Catryna_8_19,BILYK_Catryna,P39_BILYK_Catryna,"Fuel 3 Oct to 23 Oct 16",Fuel,2016-10-03,2016-10-23,193.95,P39_BILYK_Catryna.pdf,8
P39_BILYK_Catryna_8_20,BILYK_Catryna,P39_BILYK_Catryna,"Fuel 4 Oct to 16 Oct 16",Fuel,2016-10-04,2016-10-16,68.66,P39_BILYK_Catryna.pdf,8
P39_BILYK_Catryna_8_21,BILYK_Catryna,P39_BILYK_Catryna,"Lease 10 Oct to 9 Nov 16",Lease,2016-10-10,2016-11-09,1002.09,P39_BILYK_Catryna.pdf,8
P39_BILYK_Catryna_8_22,BILYK_Catryna,P39_BILYK_Catryna,"End of lease adj 1 Nov to 30 Nov 16","End of lease adj",2016-11-01,2016-11-30,-1512.56,P39_BILYK_Catryna.pdf,8
