entry_id,parl_id,source_id,details,type,start_date,end_date,amount,source_pdf,source_pagenum
P35_ALBANESE_Anthony_10_13,ALBANESE_Anthony,P35_ALBANESE_Anthony,"Lease 1 Oct to 31 Oct 14",Lease,2014-10-01,2014-10-31,832.96,P35_ALBANESE_Anthony.pdf,10
P35_ALBANESE_Anthony_10_14,ALBANESE_Anthony,P35_ALBANESE_Anthony,"Fuel 5 Oct to 24 Oct 14",Fuel,2014-10-05,2014-10-24,119.53,P35_ALBANESE_Anthony.pdf,10
P35_ALBANESE_Anthony_10_15,ALBANESE_Anthony,P35_ALBANESE_Anthony,"Infringement notice fee 25 Oct 14","Infringement notice fee",2014-10-25,0000-00-00,15.00,P35_ALBANESE_Anthony.pdf,10
P35_ALBANESE_Anthony_10_16,ALBANESE_Anthony,P35_ALBANESE_Anthony,"Lease 29 Oct to 28 Nov 14",Lease,2014-10-29,2014-11-28,819.81,P35_ALBANESE_Anthony.pdf,10
P35_ALBANESE_Anthony_10_17,ALBANESE_Anthony,P35_ALBANESE_Anthony,"Lease 1 Nov to 30 Nov 14",Lease,2014-11-01,2014-11-30,832.96,P35_ALBANESE_Anthony.pdf,10
P35_ALBANESE_Anthony_10_18,ALBANESE_Anthony,P35_ALBANESE_Anthony,"Fuel 6 Nov to 15 Nov 14",Fuel,2014-11-06,2014-11-15,128.01,P35_ALBANESE_Anthony.pdf,10
P35_ALBANESE_Anthony_10_19,ALBANESE_Anthony,P35_ALBANESE_Anthony,"Infringement notice fee 7 Nov 14","Infringement notice fee",2014-11-07,0000-00-00,15.00,P35_ALBANESE_Anthony.pdf,10
P35_ALBANESE_Anthony_10_20,ALBANESE_Anthony,P35_ALBANESE_Anthony,"Lease 29 Nov to 28 Dec 14",Lease,2014-11-29,2014-12-28,819.81,P35_ALBANESE_Anthony.pdf,10
P35_ALBANESE_Anthony_10_21,ALBANESE_Anthony,P35_ALBANESE_Anthony,"Lease 1 Dec to 31 Dec 14",Lease,2014-12-01,2014-12-31,832.96,P35_ALBANESE_Anthony.pdf,10
P35_ALBANESE_Anthony_10_3,ALBANESE_Anthony,P35_ALBANESE_Anthony,"Fuel 27 Jul 14",Fuel,2014-07-27,0000-00-00,69.26,P35_ALBANESE_Anthony.pdf,10
P35_ALBANESE_Anthony_10_4,ALBANESE_Anthony,P35_ALBANESE_Anthony,"Lease 29 Jul to 28 Aug 14",Lease,2014-07-29,2014-08-28,819.81,P35_ALBANESE_Anthony.pdf,10
P35_ALBANESE_Anthony_10_5,ALBANESE_Anthony,P35_ALBANESE_Anthony,"Lease 1 Aug to 31 Aug 14",Lease,2014-08-01,2014-08-31,1252.34,P35_ALBANESE_Anthony.pdf,10
P35_ALBANESE_Anthony_10_6,ALBANESE_Anthony,P35_ALBANESE_Anthony,"Fuel 3 Aug to 23 Aug 14",Fuel,2014-08-03,2014-08-23,153.63,P35_ALBANESE_Anthony.pdf,10
P35_ALBANESE_Anthony_10_7,ALBANESE_Anthony,P35_ALBANESE_Anthony,"Lease 29 Aug to 28 Sep 14",Lease,2014-08-29,2014-09-28,819.81,P35_ALBANESE_Anthony.pdf,10
P35_ALBANESE_Anthony_10_8,ALBANESE_Anthony,P35_ALBANESE_Anthony,"Lease 1 Sep to 30 Sep 14",Lease,2014-09-01,2014-09-30,1252.34,P35_ALBANESE_Anthony.pdf,10
P35_ALBANESE_Anthony_10_9,ALBANESE_Anthony,P35_ALBANESE_Anthony,"Lease adj 1 Sep to 30 Sep 14","Lease adj",2014-09-01,2014-09-30,-419.37,P35_ALBANESE_Anthony.pdf,10
P35_ALBANESE_Anthony_26_3,ALBANESE_Anthony,P35_ALBANESE_Anthony,"Fuel 11 Jun to 28 Jun 14",Fuel,2014-06-11,2014-06-28,113.58,P35_ALBANESE_Anthony.pdf,26
P35_ALBANESE_Anthony_26_4,ALBANESE_Anthony,P35_ALBANESE_Anthony,"Fuel 29 Jun 14",Fuel,2014-06-29,0000-00-00,27.56,P35_ALBANESE_Anthony.pdf,26
P35_ALBANESE_Anthony_26_5,ALBANESE_Anthony,P35_ALBANESE_Anthony,"Lease 29 Jun to 28 Jul 14",Lease,2014-06-29,2014-07-28,1392.49,P35_ALBANESE_Anthony.pdf,26
P35_ALBANESE_Anthony_26_6,ALBANESE_Anthony,P35_ALBANESE_Anthony,"Lease adj 29 Jun to 28 Jul 14","Lease adj",2014-06-29,2014-07-28,-572.68,P35_ALBANESE_Anthony.pdf,26
P35_ANDREWS_Kevin_32_10,ANDREWS_Kevin,P35_ANDREWS_Kevin,"Fuel 14 Jun to 25 Jun 14",Fuel,2014-06-14,2014-06-25,226.81,P35_ANDREWS_Kevin.pdf,32
P35_ANDREWS_Kevin_32_11,ANDREWS_Kevin,P35_ANDREWS_Kevin,"Remove cradle 26 Jun 14","Remove cradle",2014-06-26,0000-00-00,180.00,P35_ANDREWS_Kevin.pdf,32
P35_ANDREWS_Kevin_32_3,ANDREWS_Kevin,P35_ANDREWS_Kevin,"Toll infringement 3 Feb to 11 Feb 14","Toll infringement",2014-02-03,2014-02-11,40.04,P35_ANDREWS_Kevin.pdf,32
P35_ANDREWS_Kevin_32_4,ANDREWS_Kevin,P35_ANDREWS_Kevin,"Reimbursement of toll infringement 3 Feb to 11 Feb 14","Reimbursement of toll infringement",2014-02-03,2014-02-11,-40.04,P35_ANDREWS_Kevin.pdf,32
P35_ANDREWS_Kevin_32_5,ANDREWS_Kevin,P35_ANDREWS_Kevin,"Fuel 4 Apr to 15 May 14",Fuel,2014-04-04,2014-05-15,504.43,P35_ANDREWS_Kevin.pdf,32
P35_ANDREWS_Kevin_32_6,ANDREWS_Kevin,P35_ANDREWS_Kevin,"Fuel 1 May to 15 Jun 14",Fuel,2014-05-01,2014-06-15,602.84,P35_ANDREWS_Kevin.pdf,32
P35_ANDREWS_Kevin_32_7,ANDREWS_Kevin,P35_ANDREWS_Kevin,"Lease 1 Jun to 26 Jun 14",Lease,2014-06-01,2014-06-26,1137.20,P35_ANDREWS_Kevin.pdf,32
P35_ANDREWS_Kevin_32_8,ANDREWS_Kevin,P35_ANDREWS_Kevin,"Lease 12 Jun to 11 Jul 14",Lease,2014-06-12,2014-07-11,1297.65,P35_ANDREWS_Kevin.pdf,32
P35_ANDREWS_Kevin_32_9,ANDREWS_Kevin,P35_ANDREWS_Kevin,"Lease adj 13 Jun to 26 Jun 14","Lease adj",2014-06-13,2014-06-26,-437.35,P35_ANDREWS_Kevin.pdf,32
P35_ANDREWS_Kevin_8_10,ANDREWS_Kevin,P35_ANDREWS_Kevin,"Lease 12 Oct to 11 Nov 14",Lease,2014-10-12,2014-11-11,1297.65,P35_ANDREWS_Kevin.pdf,8
P35_ANDREWS_Kevin_8_11,ANDREWS_Kevin,P35_ANDREWS_Kevin,"Fuel 30 Oct to 22 Nov 14",Fuel,2014-10-30,2014-11-22,372.92,P35_ANDREWS_Kevin.pdf,8
P35_ANDREWS_Kevin_8_12,ANDREWS_Kevin,P35_ANDREWS_Kevin,"Lease 12 Nov to 11 Dec 14",Lease,2014-11-12,2014-12-11,1297.65,P35_ANDREWS_Kevin.pdf,8
P35_ANDREWS_Kevin_8_3,ANDREWS_Kevin,P35_ANDREWS_Kevin,"Fuel 2 Jul to 15 Jul 14",Fuel,2014-07-02,2014-07-15,386.32,P35_ANDREWS_Kevin.pdf,8
P35_ANDREWS_Kevin_8_4,ANDREWS_Kevin,P35_ANDREWS_Kevin,"Lease 12 Jul to 11 Aug 14",Lease,2014-07-12,2014-08-11,1297.65,P35_ANDREWS_Kevin.pdf,8
P35_ANDREWS_Kevin_8_5,ANDREWS_Kevin,P35_ANDREWS_Kevin,"Fuel 2 Aug to 22 Aug 14",Fuel,2014-08-02,2014-08-22,327.41,P35_ANDREWS_Kevin.pdf,8
P35_ANDREWS_Kevin_8_6,ANDREWS_Kevin,P35_ANDREWS_Kevin,"Lease 12 Aug to 11 Sep 14",Lease,2014-08-12,2014-09-11,1297.65,P35_ANDREWS_Kevin.pdf,8
P35_ANDREWS_Kevin_8_7,ANDREWS_Kevin,P35_ANDREWS_Kevin,"Fuel 26 Aug to 25 Sep 14",Fuel,2014-08-26,2014-09-25,494.40,P35_ANDREWS_Kevin.pdf,8
P35_ANDREWS_Kevin_8_8,ANDREWS_Kevin,P35_ANDREWS_Kevin,"Lease 12 Sep to 11 Oct 14",Lease,2014-09-12,2014-10-11,1297.65,P35_ANDREWS_Kevin.pdf,8
P35_ANDREWS_Kevin_8_9,ANDREWS_Kevin,P35_ANDREWS_Kevin,"Fuel 22 Sep to 25 Oct 14",Fuel,2014-09-22,2014-10-25,539.45,P35_ANDREWS_Kevin.pdf,8
P35_BACK_Chris_22_3,BACK_Chris,P35_BACK_Chris,"Fuel 11 May to 15 Jun 14",Fuel,2014-05-11,2014-06-15,349.88,P35_BACK_Chris.pdf,22
P35_BACK_Chris_22_4,BACK_Chris,P35_BACK_Chris,"Fuel 6 Jun to 2 Jul 14",Fuel,2014-06-06,2014-07-02,415.37,P35_BACK_Chris.pdf,22
P35_BACK_Chris_9_10,BACK_Chris,P35_BACK_Chris,"Fuel 4 Oct to 7 Nov 14",Fuel,2014-10-04,2014-11-07,431.44,P35_BACK_Chris.pdf,9
P35_BACK_Chris_9_11,BACK_Chris,P35_BACK_Chris,"Lease 1 Nov to 30 Nov 14",Lease,2014-11-01,2014-11-30,1044.60,P35_BACK_Chris.pdf,9
P35_BACK_Chris_9_12,BACK_Chris,P35_BACK_Chris,"Lease 1 Dec to 31 Dec 14",Lease,2014-12-01,2014-12-31,1044.60,P35_BACK_Chris.pdf,9
P35_BACK_Chris_9_3,BACK_Chris,P35_BACK_Chris,"Lease 1 Jul to 31 Jul 14",Lease,2014-07-01,2014-07-31,1044.60,P35_BACK_Chris.pdf,9
P35_BACK_Chris_9_4,BACK_Chris,P35_BACK_Chris,"Fuel 20 Jul to 12 Aug 14",Fuel,2014-07-20,2014-08-12,325.62,P35_BACK_Chris.pdf,9
P35_BACK_Chris_9_5,BACK_Chris,P35_BACK_Chris,"Lease 1 Aug to 31 Aug 14",Lease,2014-08-01,2014-08-31,1044.60,P35_BACK_Chris.pdf,9
P35_BACK_Chris_9_6,BACK_Chris,P35_BACK_Chris,"Fuel 22 Aug to 11 Sep 14",Fuel,2014-08-22,2014-09-11,233.19,P35_BACK_Chris.pdf,9
P35_BACK_Chris_9_7,BACK_Chris,P35_BACK_Chris,"Lease 1 Sep to 30 Sep 14",Lease,2014-09-01,2014-09-30,1044.60,P35_BACK_Chris.pdf,9
P35_BACK_Chris_9_8,BACK_Chris,P35_BACK_Chris,"Fuel 19 Sep to 12 Oct 14",Fuel,2014-09-19,2014-10-12,213.83,P35_BACK_Chris.pdf,9
P35_BACK_Chris_9_9,BACK_Chris,P35_BACK_Chris,"Lease 1 Oct to 31 Oct 14",Lease,2014-10-01,2014-10-31,1044.60,P35_BACK_Chris.pdf,9
P35_BALDWIN_Bob_27_3,BALDWIN_Bob,P35_BALDWIN_Bob,"Fuel 7 May to 10 Jun 14",Fuel,2014-05-07,2014-06-10,639.42,P35_BALDWIN_Bob.pdf,27
P35_BALDWIN_Bob_27_4,BALDWIN_Bob,P35_BALDWIN_Bob,"Fuel 4 Jun to 28 Jun 14",Fuel,2014-06-04,2014-06-28,610.12,P35_BALDWIN_Bob.pdf,27
P35_BALDWIN_Bob_9_10,BALDWIN_Bob,P35_BALDWIN_Bob,"Lease 1 Oct to 31 Oct 14",Lease,2014-10-01,2014-10-31,1942.59,P35_BALDWIN_Bob.pdf,9
P35_BALDWIN_Bob_9_11,BALDWIN_Bob,P35_BALDWIN_Bob,"Lease adj 1 Oct to 31 Oct 14","Lease adj",2014-10-01,2014-10-31,-416.60,P35_BALDWIN_Bob.pdf,9
P35_BALDWIN_Bob_9_12,BALDWIN_Bob,P35_BALDWIN_Bob,"Fuel 3 Oct to 30 Oct 14",Fuel,2014-10-03,2014-10-30,878.43,P35_BALDWIN_Bob.pdf,9
P35_BALDWIN_Bob_9_13,BALDWIN_Bob,P35_BALDWIN_Bob,"Lease 1 Nov to 30 Nov 14",Lease,2014-11-01,2014-11-30,1525.99,P35_BALDWIN_Bob.pdf,9
P35_BALDWIN_Bob_9_14,BALDWIN_Bob,P35_BALDWIN_Bob,"Lease adj 1 Nov to 30 Nov 14","Lease adj",2014-11-01,2014-11-30,6.25,P35_BALDWIN_Bob.pdf,9
P35_BALDWIN_Bob_9_15,BALDWIN_Bob,P35_BALDWIN_Bob,"Lease 1 Dec to 31 Dec 14",Lease,2014-12-01,2014-12-31,1532.24,P35_BALDWIN_Bob.pdf,9
P35_BALDWIN_Bob_9_3,BALDWIN_Bob,P35_BALDWIN_Bob,"Lease 1 Jul to 31 Jul 14",Lease,2014-07-01,2014-07-31,1942.59,P35_BALDWIN_Bob.pdf,9
P35_BALDWIN_Bob_9_4,BALDWIN_Bob,P35_BALDWIN_Bob,"Fuel 5 Jul to 27 Jul 14",Fuel,2014-07-05,2014-07-27,421.99,P35_BALDWIN_Bob.pdf,9
P35_BALDWIN_Bob_9_5,BALDWIN_Bob,P35_BALDWIN_Bob,"Fuel 25 Jul 14",Fuel,2014-07-25,0000-00-00,166.02,P35_BALDWIN_Bob.pdf,9
P35_BALDWIN_Bob_9_6,BALDWIN_Bob,P35_BALDWIN_Bob,"Lease 1 Aug to 31 Aug 14",Lease,2014-08-01,2014-08-31,1942.59,P35_BALDWIN_Bob.pdf,9
P35_BALDWIN_Bob_9_7,BALDWIN_Bob,P35_BALDWIN_Bob,"Fuel 5 Aug to 11 Sep 14",Fuel,2014-08-05,2014-09-11,541.31,P35_BALDWIN_Bob.pdf,9
P35_BALDWIN_Bob_9_8,BALDWIN_Bob,P35_BALDWIN_Bob,"Lease 1 Sep to 30 Sep 14",Lease,2014-09-01,2014-09-30,1942.59,P35_BALDWIN_Bob.pdf,9
P35_BALDWIN_Bob_9_9,BALDWIN_Bob,P35_BALDWIN_Bob,"Fuel 17 Sep to 26 Sep 14",Fuel,2014-09-17,2014-09-26,181.13,P35_BALDWIN_Bob.pdf,9
P35_BANDT_Adam_22_10,BANDT_Adam,P35_BANDT_Adam,"Fuel 7 Jun 14",Fuel,2014-06-07,0000-00-00,74.35,P35_BANDT_Adam.pdf,22
P35_BANDT_Adam_22_11,BANDT_Adam,P35_BANDT_Adam,"Remove and refit cradle 13 Jun 14","Remove and refit cradle",2014-06-13,0000-00-00,227.27,P35_BANDT_Adam.pdf,22
P35_BANDT_Adam_22_12,BANDT_Adam,P35_BANDT_Adam,"Cradle 13 Jun 14",Cradle,2014-06-13,0000-00-00,218.18,P35_BANDT_Adam.pdf,22
P35_BANDT_Adam_22_13,BANDT_Adam,P35_BANDT_Adam,"Charge lead 13 Jun 14","Charge lead",2014-06-13,0000-00-00,35.00,P35_BANDT_Adam.pdf,22
P35_BANDT_Adam_22_14,BANDT_Adam,P35_BANDT_Adam,"Lease 13 Jun to 12 Jul 14",Lease,2014-06-13,2014-07-12,1343.51,P35_BANDT_Adam.pdf,22
P35_BANDT_Adam_22_15,BANDT_Adam,P35_BANDT_Adam,"End of lease adj 14 Jun to 30 Jun 14","End of lease adj",2014-06-14,2014-06-30,-431.28,P35_BANDT_Adam.pdf,22
P35_BANDT_Adam_22_3,BANDT_Adam,P35_BANDT_Adam,"Fuel 1 May 14",Fuel,2014-05-01,0000-00-00,69.17,P35_BANDT_Adam.pdf,22
P35_BANDT_Adam_22_4,BANDT_Adam,P35_BANDT_Adam,"Infringement notice fee 1 May 14","Infringement notice fee",2014-05-01,0000-00-00,25.00,P35_BANDT_Adam.pdf,22
P35_BANDT_Adam_22_5,BANDT_Adam,P35_BANDT_Adam,"Reimbursement of infringement notice fee 1 May 14","Reimbursement of infringement notice fee",2014-05-01,0000-00-00,-25.00,P35_BANDT_Adam.pdf,22
P35_BANDT_Adam_22_6,BANDT_Adam,P35_BANDT_Adam,"Lease 18 May to 31 May 14",Lease,2014-05-18,2014-05-31,324.75,P35_BANDT_Adam.pdf,22
P35_BANDT_Adam_22_7,BANDT_Adam,P35_BANDT_Adam,"Toll infringement 22 May 14","Toll infringement",2014-05-22,0000-00-00,23.20,P35_BANDT_Adam.pdf,22
P35_BANDT_Adam_22_8,BANDT_Adam,P35_BANDT_Adam,"Reimbursement of toll infringement 22 May 14","Reimbursement of toll infringement",2014-05-22,0000-00-00,-23.20,P35_BANDT_Adam.pdf,22
P35_BANDT_Adam_22_9,BANDT_Adam,P35_BANDT_Adam,"Lease 1 Jun to 30 Jun 14",Lease,2014-06-01,2014-06-30,1078.24,P35_BANDT_Adam.pdf,22
P35_BANDT_Adam_8_10,BANDT_Adam,P35_BANDT_Adam,"Fuel 7 Sep 14",Fuel,2014-09-07,0000-00-00,50.55,P35_BANDT_Adam.pdf,8
P35_BANDT_Adam_8_11,BANDT_Adam,P35_BANDT_Adam,"Lease 13 Sep to 12 Oct 14",Lease,2014-09-13,2014-10-12,1343.51,P35_BANDT_Adam.pdf,8
P35_BANDT_Adam_8_12,BANDT_Adam,P35_BANDT_Adam,"Fuel 4 Oct 14",Fuel,2014-10-04,0000-00-00,50.40,P35_BANDT_Adam.pdf,8
P35_BANDT_Adam_8_13,BANDT_Adam,P35_BANDT_Adam,"Lease 13 Oct to 12 Nov 14",Lease,2014-10-13,2014-11-12,1343.51,P35_BANDT_Adam.pdf,8
P35_BANDT_Adam_8_14,BANDT_Adam,P35_BANDT_Adam,"Fuel 2 Nov to 7 Nov 14",Fuel,2014-11-02,2014-11-07,54.45,P35_BANDT_Adam.pdf,8
P35_BANDT_Adam_8_15,BANDT_Adam,P35_BANDT_Adam,"Lease 13 Nov to 12 Dec 14",Lease,2014-11-13,2014-12-12,1343.51,P35_BANDT_Adam.pdf,8
P35_BANDT_Adam_8_3,BANDT_Adam,P35_BANDT_Adam,"Lease 13 Jul to 12 Aug 14",Lease,2014-07-13,2014-08-12,1343.51,P35_BANDT_Adam.pdf,8
P35_BANDT_Adam_8_4,BANDT_Adam,P35_BANDT_Adam,"Infringement notice fee 4 Aug 14","Infringement notice fee",2014-08-04,0000-00-00,15.00,P35_BANDT_Adam.pdf,8
P35_BANDT_Adam_8_5,BANDT_Adam,P35_BANDT_Adam,"Reimbursement of infringement notice fee 4 Aug 14","Reimbursement of infringement notice fee",2014-08-04,0000-00-00,-15.00,P35_BANDT_Adam.pdf,8
P35_BANDT_Adam_8_6,BANDT_Adam,P35_BANDT_Adam,"Infringement notice fee 4 Aug 14","Infringement notice fee",2014-08-04,0000-00-00,15.00,P35_BANDT_Adam.pdf,8
P35_BANDT_Adam_8_7,BANDT_Adam,P35_BANDT_Adam,"Reimbursement of infringement notice fee 4 Aug 14","Reimbursement of infringement notice fee",2014-08-04,0000-00-00,-15.00,P35_BANDT_Adam.pdf,8
P35_BANDT_Adam_8_8,BANDT_Adam,P35_BANDT_Adam,"Fuel 11 Aug 14",Fuel,2014-08-11,0000-00-00,63.15,P35_BANDT_Adam.pdf,8
P35_BANDT_Adam_8_9,BANDT_Adam,P35_BANDT_Adam,"Lease 13 Aug to 12 Sep 14",Lease,2014-08-13,2014-09-12,1343.51,P35_BANDT_Adam.pdf,8
P35_BERNARDI_Cory_10_10,BERNARDI_Cory,P35_BERNARDI_Cory,"Car cleaning 3 Oct 14","Car cleaning",2014-10-03,0000-00-00,63.59,P35_BERNARDI_Cory.pdf,10
P35_BERNARDI_Cory_10_11,BERNARDI_Cory,P35_BERNARDI_Cory,"Lease 11 Oct to 10 Nov 14",Lease,2014-10-11,2014-11-10,1096.35,P35_BERNARDI_Cory.pdf,10
P35_BERNARDI_Cory_10_12,BERNARDI_Cory,P35_BERNARDI_Cory,"Car cleaning 24 Oct 14","Car cleaning",2014-10-24,0000-00-00,17.27,P35_BERNARDI_Cory.pdf,10
P35_BERNARDI_Cory_10_13,BERNARDI_Cory,P35_BERNARDI_Cory,"Fuel 7 Nov to 20 Nov 14",Fuel,2014-11-07,2014-11-20,152.05,P35_BERNARDI_Cory.pdf,10
P35_BERNARDI_Cory_10_14,BERNARDI_Cory,P35_BERNARDI_Cory,"Lease 11 Nov to 10 Dec 14",Lease,2014-11-11,2014-12-10,1096.35,P35_BERNARDI_Cory.pdf,10
P35_BERNARDI_Cory_10_3,BERNARDI_Cory,P35_BERNARDI_Cory,"Fuel 6 Jul to 16 Jul 14",Fuel,2014-07-06,2014-07-16,152.94,P35_BERNARDI_Cory.pdf,10
P35_BERNARDI_Cory_10_4,BERNARDI_Cory,P35_BERNARDI_Cory,"Lease 11 Jul to 10 Aug 14",Lease,2014-07-11,2014-08-10,1096.35,P35_BERNARDI_Cory.pdf,10
P35_BERNARDI_Cory_10_5,BERNARDI_Cory,P35_BERNARDI_Cory,"Lease 11 Aug to 10 Sep 14",Lease,2014-08-11,2014-09-10,1096.35,P35_BERNARDI_Cory.pdf,10
P35_BERNARDI_Cory_10_6,BERNARDI_Cory,P35_BERNARDI_Cory,"Fuel 12 Aug to 25 Aug 14",Fuel,2014-08-12,2014-08-25,140.78,P35_BERNARDI_Cory.pdf,10
P35_BERNARDI_Cory_10_7,BERNARDI_Cory,P35_BERNARDI_Cory,"Fuel 8 Sep to 19 Sep 14",Fuel,2014-09-08,2014-09-19,153.25,P35_BERNARDI_Cory.pdf,10
P35_BERNARDI_Cory_10_8,BERNARDI_Cory,P35_BERNARDI_Cory,"Lease 11 Sep to 10 Oct 14",Lease,2014-09-11,2014-10-10,1096.35,P35_BERNARDI_Cory.pdf,10
P35_BERNARDI_Cory_10_9,BERNARDI_Cory,P35_BERNARDI_Cory,"Fuel 1 Oct to 26 Oct 14",Fuel,2014-10-01,2014-10-26,303.03,P35_BERNARDI_Cory.pdf,10
P35_BERNARDI_Cory_23_3,BERNARDI_Cory,P35_BERNARDI_Cory,"Fuel 22 Apr to 26 Apr 14",Fuel,2014-04-22,2014-04-26,208.54,P35_BERNARDI_Cory.pdf,23
P35_BERNARDI_Cory_23_4,BERNARDI_Cory,P35_BERNARDI_Cory,"Infringement notice fee 26 May 14","Infringement notice fee",2014-05-26,0000-00-00,15.00,P35_BERNARDI_Cory.pdf,23
